DATETIME,X_DATA,Y_DATA,Z_DATA,GYRO_X_DATA,GYRO_Y_DATA,GYRO_Z_DATA,TEMPERATURE,MICROPHONE,LATITUDE,LONGITUDE,ALTITUDE,COURSE,SPEED,SATELLITES
12-10-2023__19-45-42-501593,0.4129156470298767,-0.2561678886413574,9.645366668701172,-0.008732005953788757,-0.0037304747384041548,0.012554364278912544,23.682941436767578,3,58.162388167,8.007631833,48.2,21.0,0.037040000000000003,12
12-10-2023__19-45-42-801473,0.3410896062850952,-0.282504141330719,9.820144653320312,-0.01246248185634613,0.0026646247133612633,0.012021439149975777,23.682941436767578,1,58.162388167,8.007631833,48.2,21.0,0.037040000000000003,12
12-10-2023__19-45-43-168689,0.46798229217529297,-0.20110125839710236,9.710010528564453,0.0003277137875556946,-0.019718224182724953,0.010955588892102242,23.68000030517578,1,58.162388167,8.007631833,48.2,21.0,0.037040000000000003,12
12-10-2023__19-45-43-477857,0.506289541721344,-0.10533319413661957,9.767471313476562,-0.0007381290197372437,-0.013323123566806316,0.01148851215839386,23.674118041992188,3,58.162388167,8.007631833,48.2,21.0,0.037040000000000003,12
12-10-2023__19-45-43-781185,0.49910688400268555,-0.19870705902576447,9.772260665893555,-0.02072281390428543,0.01678713597357273,0.01148851215839386,23.69176483154297,2,58.162386333,8.007633833,48.2,11.0,0.018520000000000002,12
12-10-2023__19-45-44-047018,0.4177040457725525,-0.22264908254146576,9.87042236328125,-0.007399693131446838,-0.00559571199119091,0.01148851215839386,23.682941436767578,5,58.162386333,8.007633833,48.2,11.0,0.018520000000000002,12
12-10-2023__19-45-44-313168,0.40333884954452515,-0.22743748128414154,9.884788513183594,-0.005267992615699768,-0.01012557465583086,0.013087289407849312,23.674118041992188,5,58.162386333,8.007633833,48.2,11.0,0.018520000000000002,12
12-10-2023__19-45-44-960515,0.44643449783325195,-0.3064461350440979,9.87042236328125,-0.026318535208702087,0.027445634827017784,0.01148851215839386,23.682941436767578,2,58.162386333,8.007633833,48.2,11.0,0.018520000000000002,12
12-10-2023__19-45-45-565611,0.4177040457725525,-0.27292728424072266,9.784231185913086,-0.013528332114219666,0.003197549842298031,0.012021439149975777,23.685882568359375,1,58.1623845,8.007636,48.2,11.0,0.07408000000000001,12
12-10-2023__19-45-46-834684,0.42967504262924194,-0.17476503551006317,9.604665756225586,-0.00260336697101593,-0.014921898953616619,0.011754976585507393,23.665294647216797,4,58.1623845,8.007636,48.2,11.0,0.07408000000000001,12
12-10-2023__19-45-47-378752,0.47516489028930664,-0.10054479539394379,9.731557846069336,0.0005941838026046753,-0.019718224182724953,0.012021439149975777,23.674118041992188,5,58.1623845,8.007636,48.2,11.0,0.07408000000000001,12
12-10-2023__19-45-47-746881,0.3770025968551636,-0.3112345337867737,9.839298248291016,-0.019124045968055725,0.016520673409104347,0.012554364278912544,23.688823699951172,2,58.1623845,8.007636,48.2,11.0,0.07408000000000001,12
12-10-2023__19-45-48-437136,0.44882869720458984,-0.29208093881607056,9.856058120727539,-0.02152220904827118,0.01945176161825657,0.012021439149975777,23.712352752685547,4,58.162380167,8.007639,48.2,11.0,0.0926,12
12-10-2023__19-45-49-025738,0.35306060314178467,-0.24419690668582916,9.879999160766602,-0.008465543389320374,-0.002931087277829647,0.012287899851799011,23.70058822631836,1,58.162380167,8.007639,48.2,11.0,0.0926,12
12-10-2023__19-45-49-588670,0.5015010833740234,-0.11730419099330902,9.81296157836914,0.0008606389164924622,-0.017586523666977882,0.011222051456570625,23.70058822631836,5,58.162380167,8.007639,48.2,11.0,0.0926,12
12-10-2023__19-45-50-152417,0.4584054946899414,-0.2130722552537918,9.61903190612793,0.0003277137875556946,-0.01945176161825657,0.01148851215839386,23.706470489501953,4,58.162380167,8.007639,48.2,11.0,0.0926,12
12-10-2023__19-45-50-547343,0.4871358871459961,-0.2872925400733948,9.844085693359375,-0.02205512672662735,0.019718224182724953,0.011222051456570625,23.715293884277344,5,58.162379333,8.007638833,48.2,11.0,0.05556,12
12-10-2023__19-45-51-071083,0.38179099559783936,-0.3543301820755005,9.920700073242188,-0.024719759821891785,0.022649310529232025,0.012287899851799011,23.70941162109375,4,58.162379333,8.007638833,48.2,11.0,0.05556,12
12-10-2023__19-45-51-717806,0.42249244451522827,-0.25137948989868164,9.652549743652344,-0.0047350674867630005,-0.009326186962425709,0.01148851215839386,23.706470489501953,3,58.162379333,8.007638833,48.2,11.0,0.05556,12
12-10-2023__19-45-52-027516,0.4081272482872009,-0.29208093881607056,9.87042236328125,-0.011663094162940979,0.003197549842298031,0.010689126327633858,23.70058822631836,3,58.162379333,8.007638833,48.2,11.0,0.05556,12
12-10-2023__19-45-52-645908,0.384185254573822,-0.22025488317012787,9.779441833496094,-0.003935679793357849,-0.011990811675786972,0.012021439149975777,23.729999542236328,3,58.162379333,8.007638833,48.2,11.0,0.05556,12
12-10-2023__19-45-53-271574,0.4392518401145935,-0.1915244609117508,9.587905883789062,-0.001537524163722992,-0.0189188364893198,0.009889738634228706,23.72705841064453,2,58.162379333,8.007638833,48.2,11.0,0.05556,12
12-10-2023__19-45-53-791829,0.4607996940612793,-0.21067805588245392,9.599878311157227,-0.0020704418420791626,-0.0173200611025095,0.010955588892102242,23.715293884277344,4,58.162378,8.007637167,48.2,11.0,0.05556,12
12-10-2023__19-45-54-060189,0.45122289657592773,-0.17715923488140106,9.791414260864258,-0.019124045968055725,0.012790199369192123,0.012021439149975777,23.70941162109375,4,58.162378,8.007637167,48.2,11.0,0.05556,12
12-10-2023__19-45-54-326197,0.367425799369812,-0.3303881287574768,9.829721450805664,-0.022588051855564117,0.01811944879591465,0.011754976585507393,23.70058822631836,3,58.162378,8.007637167,48.2,11.0,0.05556,12
12-10-2023__19-45-54-586774,0.47277069091796875,-0.15321724116802216,9.76028823852539,-0.01246248185634613,0.0037304747384041548,0.01148851215839386,23.70941162109375,2,58.162378,8.007637167,48.2,11.0,0.05556,12
12-10-2023__19-45-54-860013,0.3937620520591736,-0.20110125839710236,9.674097061157227,-0.00260336697101593,-0.014388973824679852,0.01148851215839386,23.721176147460938,2,58.162378,8.007637167,48.2,11.0,0.05556,12
12-10-2023__19-45-55-124454,0.4200982451438904,-0.15082301199436188,9.762683868408203,-0.011929556727409363,0.0026646247133612633,0.011222051456570625,23.721176147460938,1,58.162378,8.007637167,48.2,11.0,0.05556,12
12-10-2023__19-45-55-398473,0.45122289657592773,-0.1675824373960495,9.62142562866211,0.0003277137875556946,-0.019185297191143036,0.012287899851799011,23.706470489501953,6,58.162378,8.007637167,48.2,11.0,0.05556,12
12-10-2023__19-45-55-659754,0.4871358871459961,-0.10054479539394379,9.81296157836914,0.002459414303302765,-0.02078407257795334,0.011754976585507393,23.729999542236328,3,58.162381333,8.007633833,48.2,12.0,0.11112,12
12-10-2023__19-45-55-936326,0.4847416877746582,-0.20588965713977814,9.62142562866211,0.0008606389164924622,-0.021849922835826874,0.010955588892102242,23.71823501586914,1,58.162381333,8.007633833,48.2,12.0,0.11112,12
12-10-2023__19-45-56-193205,0.4368576407432556,-0.19391866028308868,9.7435302734375,0.0016600266098976135,-0.02105053700506687,0.01148851215839386,23.729999542236328,2,58.162381833,8.0076345,48.2,12.0,0.12964,12
12-10-2023__19-45-56-463640,0.3722141981124878,-0.3327823281288147,9.834508895874023,-0.019124045968055725,0.015454824082553387,0.010955588892102242,23.735881805419922,3,58.162382333,8.007634667,48.2,12.0,0.0926,12
12-10-2023__19-45-56-723712,0.4416460394859314,-0.1675824373960495,9.712404251098633,0.0003277137875556946,-0.0189188364893198,0.013087289407849312,23.712352752685547,2,58.162382333,8.007634667,48.2,12.0,0.0926,12
12-10-2023__19-45-56-985913,0.4536170959472656,-0.2848983407020569,9.87281608581543,-0.02365390956401825,0.02291577309370041,0.012554364278912544,23.72705841064453,1,58.162382333,8.007634667,43.5,12.0,0.0926,12
12-10-2023__19-45-57-241731,0.4081272482872009,-0.3016577363014221,9.860845565795898,-0.023120976984500885,0.019718224182724953,0.012554364278912544,23.721176147460938,4,58.162382333,8.007634667,43.5,12.0,0.0926,12
12-10-2023__19-45-57-547758,0.4560112953186035,-0.11251579225063324,9.654943466186523,0.004324652254581451,-0.02371516078710556,0.010955588892102242,23.732940673828125,3,58.162382333,8.007634667,43.5,12.0,0.0926,12
12-10-2023__19-45-57-810783,0.4919242858886719,-0.10772739350795746,9.717193603515625,0.0027258843183517456,-0.024248085916042328,0.011222051456570625,23.712352752685547,5,58.162382333,8.007634667,43.5,12.0,0.0926,12
12-10-2023__19-45-58-074777,0.47037649154663086,-0.24419690668582916,9.56635856628418,-0.0010045990347862244,-0.017053598538041115,0.010955588892102242,23.732940673828125,4,58.162382333,8.007634667,43.5,12.0,0.0926,12
12-10-2023__19-45-58-339683,0.3913678526878357,-0.265744686126709,9.844085693359375,-0.0012710541486740112,-0.014921898953616619,0.012554364278912544,23.735881805419922,2,58.162382667,8.007634333,43.5,12.0,0.07408000000000001,12
12-10-2023__19-45-58-604524,0.3961562514305115,-0.325599730014801,9.86563491821289,-0.025785602629184723,0.026113322004675865,0.011222051456570625,23.744705200195312,3,58.162382667,8.007634333,43.5,12.0,0.07408000000000001,12
12-10-2023__19-45-58-861197,0.36263740062713623,-0.3088403344154358,9.858451843261719,-0.021788671612739563,0.01945176161825657,0.01148851215839386,23.70941162109375,1,58.162382667,8.007634333,43.4,12.0,0.07408000000000001,12
12-10-2023__19-45-59-130669,0.47516489028930664,-0.1651882380247116,9.784231185913086,-0.013528332114219666,0.006928024813532829,0.011222051456570625,23.71823501586914,3,58.162382667,8.007634333,43.4,12.0,0.07408000000000001,12
12-10-2023__19-45-59-391567,0.3913678526878357,-0.24180267751216888,9.803384780883789,-0.009531393647193909,-0.0021316998172551394,0.012287899851799011,23.721176147460938,6,58.162382667,8.007634333,43.4,12.0,0.07408000000000001,12
12-10-2023__19-45-59-650502,0.47037649154663086,-0.11251579225063324,9.631002426147461,0.006189890205860138,-0.028245022520422935,0.012820824980735779,23.73882293701172,2,58.162382667,8.007634333,43.4,12.0,0.07408000000000001,12
12-10-2023__19-45-59-913849,0.384185254573822,-0.25377368927001953,9.729164123535156,-0.012995406985282898,0.006395099684596062,0.011754976585507393,23.750587463378906,3,58.162382667,8.007634333,43.4,12.0,0.07408000000000001,12
12-10-2023__19-46-00-175327,0.3937620520591736,-0.2753215432167053,9.970979690551758,-0.017525270581245422,0.012790199369192123,0.012820824980735779,23.721176147460938,4,58.162382667,8.007634333,43.4,12.0,0.07408000000000001,12
12-10-2023__19-46-00-442745,0.49431848526000977,-0.1699766367673874,9.774654388427734,-0.018058188259601593,0.015721285715699196,0.011754976585507393,23.735881805419922,4,58.162382667,8.007634333,43.4,12.0,0.07408000000000001,12
12-10-2023__19-46-00-709223,0.3506664037704468,-0.2801099419593811,9.836904525756836,-0.012728951871395111,0.0037304747384041548,0.012021439149975777,23.73882293701172,1,58.162382667,8.007634333,43.4,12.0,0.07408000000000001,12
12-10-2023__19-46-00-980569,0.4392518401145935,-0.19631285965442657,9.789020538330078,-0.013261869549751282,0.00506278732791543,0.01148851215839386,23.74764633178711,1,58.162382667,8.007634333,43.4,12.0,0.07408000000000001,12
12-10-2023__19-46-01-243504,0.3410896062850952,-0.2777157425880432,9.796201705932617,-0.011663094162940979,0.0013323123566806316,0.012287899851799011,23.741764068603516,1,58.162382667,8.007634333,43.4,12.0,0.07408000000000001,12
12-10-2023__19-46-01-511896,0.4823474884033203,-0.0981505960226059,9.784231185913086,-0.00260336697101593,-0.01252373680472374,0.010689126327633858,23.74764633178711,4,58.162382833,8.007637167,43.4,12.0,0.33336,12
12-10-2023__19-46-01-782858,0.367425799369812,-0.24659110605716705,9.817750930786133,-0.009797856211662292,-0.0010658499086275697,0.012021439149975777,23.73882293701172,1,58.162382833,8.007637167,43.4,12.0,0.33336,12
12-10-2023__19-46-02-054323,0.4847416877746582,-0.13885201513767242,9.767471313476562,-0.011130169034004211,0.0002664624771568924,0.012021439149975777,23.7564697265625,1,58.1623835,8.007638,43.4,12.0,0.11112,12
12-10-2023__19-46-02-323995,0.4177040457725525,-0.25137948989868164,9.772260665893555,-0.01246248185634613,0.0045298621989786625,0.011222051456570625,23.741764068603516,2,58.1623835,8.007638,43.4,12.0,0.11112,12
12-10-2023__19-46-02-585584,0.5206547379493713,-0.11012159287929535,9.738740921020508,0.0027258843183517456,-0.020517610013484955,0.012021439149975777,23.753528594970703,1,58.162384333,8.007638667,43.4,12.0,0.16668,12
12-10-2023__19-46-02-848406,0.4105214476585388,-0.22264908254146576,9.707616806030273,0.0003277137875556946,-0.019984684884548187,0.011222051456570625,23.74764633178711,2,58.162384333,8.007638667,43.4,12.0,0.16668,12
12-10-2023__19-46-03-122230,0.45122289657592773,-0.15321724116802216,9.69085693359375,0.0035252645611763,-0.02291577309370041,0.010955588892102242,23.753528594970703,4,58.162384333,8.007638667,43.4,12.0,0.16668,12
12-10-2023__19-46-03-399242,0.40573304891586304,-0.25377368927001953,9.587905883789062,-0.003935679793357849,-0.012790199369192123,0.01148851215839386,23.750587463378906,1,58.162384333,8.007638667,43.4,12.0,0.16668,12
12-10-2023__19-46-03-683097,0.47037649154663086,-0.0981505960226059,9.645366668701172,0.002459414303302765,-0.02291577309370041,0.010955588892102242,23.753528594970703,5,58.162384333,8.007638667,43.4,12.0,0.16668,12
12-10-2023__19-46-03-916055,0.4153098464012146,-0.282504141330719,9.671703338623047,-0.008465543389320374,-0.0037304747384041548,0.011222051456570625,23.729999542236328,1,58.162384833,8.007639167,43.4,12.0,0.07408000000000001,12
12-10-2023__19-46-04-175224,0.40094465017318726,-0.27053308486938477,9.968584060668945,-0.01033078134059906,0.0002664624771568924,0.012021439149975777,23.7564697265625,5,58.162384833,8.007639167,43.4,12.0,0.07408000000000001,12
12-10-2023__19-46-04-437545,0.42728084325790405,-0.2130722552537918,9.762683868408203,-0.024719759821891785,0.025580398738384247,0.01148851215839386,23.750587463378906,2,58.162384833,8.007639167,42.6,12.0,0.07408000000000001,12
12-10-2023__19-46-04-694647,0.367425799369812,-0.2609562873840332,9.805778503417969,-0.007666155695915222,-0.0034640124067664146,0.012820824980735779,23.765295028686523,4,58.162384833,8.007639167,42.6,12.0,0.07408000000000001,12
12-10-2023__19-46-04-980771,0.5086837410926819,-0.095756396651268,9.638185501098633,0.004058189690113068,-0.02371516078710556,0.010955588892102242,23.7564697265625,5,58.162384833,8.007639167,42.6,12.0,0.07408000000000001,12
12-10-2023__19-46-05-242663,0.3650315999984741,-0.30405193567276,9.81296157836914,-0.023920364677906036,0.023981623351573944,0.011754976585507393,23.729999542236328,5,58.162384833,8.007639167,42.6,12.0,0.07408000000000001,12
12-10-2023__19-46-05-498818,0.5302315354347229,-0.07899697124958038,9.757894515991211,0.0029923394322395325,-0.02158346027135849,0.012820824980735779,23.759410858154297,3,58.162384833,8.007639167,42.6,12.0,0.07408000000000001,12
12-10-2023__19-46-05-762826,0.47277069091796875,-0.24419690668582916,9.602272033691406,-0.0012710541486740112,-0.017852986231446266,0.010689126327633858,23.74764633178711,2,58.162385,8.007639333,42.6,12.0,0.037040000000000003,12
12-10-2023__19-46-06-025588,0.3913678526878357,-0.2609562873840332,9.894365310668945,-0.005001537501811981,-0.01039203628897667,0.012287899851799011,23.759410858154297,5,58.162385,8.007639333,42.6,12.0,0.037040000000000003,12
12-10-2023__19-46-06-290326,0.4129156470298767,-0.31602293252944946,9.846481323242188,-0.029249615967273712,0.031176110729575157,0.012021439149975777,23.780000686645508,3,58.162385,8.007639333,42.5,12.0,0.037040000000000003,12
12-10-2023__19-46-06-552759,0.4081272482872009,-0.29686933755874634,9.844085693359375,-0.024186834692955017,0.02291577309370041,0.01148851215839386,23.765295028686523,2,58.162385,8.007639333,42.5,12.0,0.037040000000000003,12
12-10-2023__19-46-06-817777,0.44404029846191406,-0.1699766367673874,9.803384780883789,-0.016725875437259674,0.011457886546850204,0.01148851215839386,23.744705200195312,4,58.162385,8.007639333,42.5,12.0,0.037040000000000003,12
12-10-2023__19-46-07-084462,0.367425799369812,-0.2561678886413574,9.808174133300781,-0.005800917744636536,-0.006928024813532829,0.012287899851799011,23.753528594970703,4,58.1623855,8.007639167,42.5,12.0,0.05556,12
12-10-2023__19-46-07-348434,0.46798229217529297,-0.10293899476528168,9.755500793457031,0.0003277137875556946,-0.017053598538041115,0.011754976585507393,23.750587463378906,3,58.1623855,8.007639167,42.5,12.0,0.05556,12
12-10-2023__19-46-07-605300,0.4177040457725525,-0.21067805588245392,9.540021896362305,-0.002869836986064911,-0.015188361518085003,0.011222051456570625,23.741764068603516,2,58.1623855,8.007639167,42.3,12.0,0.05556,12
